id,title,amount_granted,amount_sought,init_year,period,gender,age,position,inst1_id,inst2_id,inst1_dirty,inst2_dirty,funder1_id,funder2_id,person_id,kw1,kw2,full_name,last_name,first_name,prob_inst_id,institution_name,funder_name,type,gender_new
104,epidemiology of herpes encepahlitis in denmark,148000,0,2014,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,5504,"","",mogensen; trine hyrup,mogensen,trine hyrup,0,aarhus-univ-hosp,novo nordisk,Skolarstipendier,0
105,novel primary immunodeficiencies associated with susceptibility to herpes simplex encephalitis,1204636,0,2014,0,0,-1,"",12,1,aarhus universitetshospital,NULL,6,11,5504,"","",mogensen; trine hyrup,mogensen,trine hyrup,0,aarhus-univ-hosp,det frie forskningsråd,Andet,0
106,"ketometabolites to maintain protein and muscle mass during acute illness in humans ¿ leucine, hydroxymethylbutyrate and 3-hydroxybutyrate as specific anabolic nutrients",1940000,0,2011,0,0,-1,"",12,1,aarhus universitetshospital,NULL,6,11,5564,"","",moller; niels,moller,niels,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
107,local effects of leucine and 3-hydroxybutyrate in the bilaterally perfused human leg,194400,0,2011,0,0,-1,"",12,1,aarhus universitetshospital,NULL,6,11,5564,"","",moller; niels,moller,niels,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
108,er der en korrelation mellem levervolumen og leverfunktion før og efter leverresektion? et studie på leverraske og patienter med cirrose.,1000000,0,2014,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,5621,"","",mortensen; frank viborg,mortensen,frank viborg,0,aarhus-univ-hosp,novo nordisk,Projekt,1
109,reducing cancer side-effects with systematic light exposure,1409148,0,2015,0,0,-1,"",12,1,aarhus universitetshospital,NULL,6,11,5754,"","",namini; sayed ali amidi,namini,sayed ali amidi,0,aarhus-univ-hosp,det frie forskningsråd,Postdoc,1
110,glucocorticoid-induced inhibition of igf-i activity: exploration of underlying mechanisms,1290241,0,2011,0,0,-1,"",12,1,aarhus universitetshospital,NULL,6,11,5877,"","",nielsen; jan frystyk,nielsen,jan frystyk,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
111,lipidomsætning ved nonalkoholisk fedtlever. effekt af resveratrol på leverfedtindhold samt basal og insulinstimuleret ffa og vldl-triglycerid metabolisme hos overvægtige og morbidt overvægtige.,600000,0,2011,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,6007,"","",nielsen; soren,nielsen,soren,0,aarhus-univ-hosp,novo nordisk,Projekt,1
112,basal vldl1 og vldl2 omsætning samt effekt af farmakologisk antilipolyse på basal og exercise stimuleret ffa og vldl-triglycerid omsætning.,500000,0,2010,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,6007,"","",nielsen; soren,nielsen,soren,0,aarhus-univ-hosp,novo nordisk,Projekt,1
113,supporting the right heart in hypertrophy and failure - a translational approach to improve and protect the hypertrophic and failing right heart.,1526400,0,2011,0,0,-1,"",12,1,aarhus universitetshospital,NULL,6,11,6036,"","",nielsen-kudsk; jens erik,nielsen-kudsk,jens erik,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
114,"impact of psychiatric disorders on intensive care unit treatment after colorectal cancer surgery; admission rate, quality of care and mortality",201565,0,2014,0,0,-1,"",12,1,aarhus universitetshospital,NULL,6,11,6104,"","",norgaard; mette,norgaard,mette,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,0
115,"overvægt, diabetes og graviditet. effekten på fødsels- og graviditets- forløb samt moder og barns risiko for senere i livet at udvikle overvægt og type 2 diabetes.",5000000,0,2015,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,6388,"","",ovesen; per,ovesen,per,0,aarhus-univ-hosp,novo nordisk,Projekt,1
116,paritet og diabetes; beta celle udmattelse eller postpartum insulinresistens,139185,0,2013,0,0,-1,"",12,1,aarhus universitetshospital,NULL,6,11,6388,"","",ovesen; per,ovesen,per,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
117,"use of selective serotonin reuptake inhibitor and quality of care, postoperative complications and mortality in danish hip fracture patients",154650,0,2016,0,0,-1,"",12,1,aarhus universitetshospital,NULL,6,11,6457,"","",pedersen; alma becic,pedersen,alma becic,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,0
118,struktureret patientuddannelse til unge med psoriasis og deres familier - udvikling og evaluering af en sundhedsfaglig indsats.,85110,0,2011,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,6967,"","",rasmussen; gitte susanne,rasmussen,gitte susanne,0,aarhus-univ-hosp,novo nordisk,Projekt,0
119,betydning af vitamin d-parathyreoidea-aksen for sundhed og sygdom,5000000,0,2014,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,7094,"","",rejnmark; lars,rejnmark,lars,0,aarhus-univ-hosp,novo nordisk,Projekt,1
120,graves' disease and vitamin d: morbidity and relapse reduction. a randomized clinical trial.,1200000,0,2015,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,7094,"","",rejnmark; lars,rejnmark,lars,0,aarhus-univ-hosp,novo nordisk,Projekt,1
121,"betydning af d-vitamin behandling af overvægtige personer med lave d-vitamin-niveauer. effekter på inflammatoriske markører, muskelfunktionn samt fedt- og muskelmetabolisme.",300000,0,2010,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,7119,"","",richelsen; bjorn,richelsen,bjorn,0,aarhus-univ-hosp,novo nordisk,Projekt,1
122,nephrotic syndrome in denmark: epidemiological and genetic aspects,144170,0,2015,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,7161,"","",rittig; soren,rittig,soren,0,aarhus-univ-hosp,novo nordisk,Skolarstipendier,1
123,helhed og balance - strategier til at mestre livet med hiv,63000,0,2014,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,7173,"","",rodkjar; lotte Ørneborg,rodkjar,lotte Ørneborg,0,aarhus-univ-hosp,novo nordisk,Projekt,0
124,effects of parathyroid hormone on bone turnover using hypoparathyroidism as a model,327730,0,2014,0,0,-1,"",12,1,aarhus universitetshospital,NULL,6,11,7584,"","",sikjar; tanja tvistholm,sikjar,tanja tvistholm,0,aarhus-univ-hosp,det frie forskningsråd,Andet,0
125,dansk scoringsredskab til evaluering af førskolebarnets præoperative angst. the yale preoperative anxiety scale.,60000,0,2011,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,7683,"","",skovby; pernille,skovby,pernille,0,aarhus-univ-hosp,novo nordisk,Projekt,0
126,the porcine corticospinal system: verified by conventional neuronal tracing and mri-fibertracking,150000,0,2015,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,7867,"","",sorensen; jens christian hedemann,sorensen,jens christian hedemann,0,aarhus-univ-hosp,novo nordisk,Skolarstipendier,1
127,the physiological correlate of new non-invasive neuromodulating treatment of chronic neuropathic pain. a pet imaging study,154650,0,2014,0,0,-1,"",12,1,aarhus universitetshospital,NULL,6,11,7867,"","",sorensen; jens christian hedemann,sorensen,jens christian hedemann,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
128,clinical utility of cell free dna analysis in colorectal cancer,5000000,0,2014,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,7948,"","",spindler; karen-lise garm,spindler,karen-lise garm,0,aarhus-univ-hosp,novo nordisk,Projekt,0
129,are leptin effects in psoriatic skin mediated through the leptin receptor?,150000,0,2014,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,8015,"","",stenderup; karin,stenderup,karin,0,aarhus-univ-hosp,novo nordisk,Skolarstipendier,0
130,dynamic rsa for evaluation of fai and post-operative results,105000,0,2015,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,8033,"","",stilling; maiken,stilling,maiken,0,aarhus-univ-hosp,novo nordisk,Skolarstipendier,0
131,"sammenhænge mellem sedation, delirium og posttraumatisk-stresssyndrom som følge af indlæggelse på intensivafdeling",50000,0,2011,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,8135,"","",svenningsen; helle,svenningsen,helle,0,aarhus-univ-hosp,novo nordisk,Projekt,0
132,hepatic urea nitrogen handling and ornithine transcarbamylase gene expression in non-alcoholic steatohepatitis (nash): rationale for ammonia lowering therapy in nash.,1000000,0,2015,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,8274,"","",thomsen; karen louise,thomsen,karen louise,0,aarhus-univ-hosp,novo nordisk,Projekt,0
133,an alternative approach to adhd: dimensions and advantages,1200000,0,2015,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,8286,"","",thomsen; per hove,thomsen,per hove,0,aarhus-univ-hosp,novo nordisk,Projekt,1
134,betydningen af den tidlige motoriske udvikling hos børn diagnosticeret med adhd,150000,0,2016,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,8286,"","",thomsen; per hove,thomsen,per hove,0,aarhus-univ-hosp,novo nordisk,Skolarstipendier,1
135,elements of pathways for streptococcus agalactiae induced premature rupture of fetal membranes,149000,0,2016,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,8458,"","",uldbjerg; niels,uldbjerg,niels,0,aarhus-univ-hosp,novo nordisk,Skolarstipendier,1
136,kardiovaskulære biomarkører ved præeklampsi triage,150000,0,2014,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,8458,"","",uldbjerg; niels,uldbjerg,niels,0,aarhus-univ-hosp,novo nordisk,Skolarstipendier,1
137,quantitative elastography of the non-pregnant uterine cervix in vivo and the prediction of labor duration in a previous pregnancy,154650,0,2013,0,0,-1,"",12,1,aarhus universitetshospital,NULL,6,11,8458,"","",uldbjerg; niels,uldbjerg,niels,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
138,skrumpelever og muskelstyrke,1548961,0,2014,36,0,-1,"",12,1,aarhus universitetshospital,NULL,28,0,8590,"","",vilstrup; hendrik,vilstrup,hendrik,0,aarhus-univ-hosp,trygfonden,Projekt,1
139,predicting treatment outcome in patients with autoimmune hepatitis using state of the art pharmacogenetic approaches,1884072,0,2011,0,0,-1,"",12,1,aarhus universitetshospital,NULL,6,11,8590,"","",vilstrup; hendrik,vilstrup,hendrik,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
140,betydningen af tsg6 og iÎ±i i remodellering og stabilitet af extra-cellular matrix i karvæggen ved diabetes,200000,0,2006,0,0,-1,"",12,1,aarhus universitetshospital,NULL,1,2,8814,"","",wogensen; lise,wogensen,lise,0,aarhus-univ-hosp,novo nordisk,Projekt,0
141,"the origin, genotype and phenotype of sex chromosome syndromes",3000000,0,2015,0,0,-1,"",12,3,aarhus universitetshospital +  aarhus universitet,NULL,1,2,2522,"","",gravholt; claus hojbjerg,gravholt,claus hojbjerg,0,aarhus-univ-hosp,novo nordisk,Projekt,1
142,"",500000,0,2014,0,0,-1,"",12,3,aarhus universitetshospital +  aarhus universitet,NULL,1,2,2522,"","",gravholt; claus hojbjerg,gravholt,claus hojbjerg,0,aarhus-univ-hosp,novo nordisk,Projekt,1
143,"mr til bedømmelse af aorta dilatation, blood flow og distensibilitet",150000,0,2014,0,0,-1,"",12,3,aarhus universitetshospital + au,NULL,1,2,2522,"","",gravholt; claus hojbjerg,gravholt,claus hojbjerg,0,aarhus-univ-hosp,novo nordisk,Skolarstipendier,1
144,akut lymfoblastær leukæmi hos søskende,200000,0,2010,0,0,-1,"",12,1,aarhus universitetshospital skejby,NULL,1,2,2955,"","",hasle; henrik,hasle,henrik,0,aarhus-univ-hosp,novo nordisk,Projekt,1
145,a 7-year follow-up study of occupational noise exposure and the use of antidepressant medicine: a model of long-term stress and risk of depression,154650,0,2012,0,0,-1,"",12,1,"aarhus universitetshospital, arbejdsmedicinsk klinik",NULL,6,11,4370,"","",kolstad; henrik albert,kolstad,henrik albert,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
146,the risk of interstitial lung diseases following antigen exposure: a long-term study of pigeon breeders exposed to avian proteins,154650,0,2014,0,0,-1,"",12,1,"aarhus universitetshospital, Århus sygehus",NULL,6,11,4370,"","",kolstad; henrik albert,kolstad,henrik albert,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
147,in vivo koncentrationsmåling af cefuroxim i columna vertebralis og discus intervertebralis vha. mikrodialyse,144340,0,2014,0,0,-1,"",12,1,"aarhus universitetshospital, Århus sygehus",NULL,6,11,7737,"","",soballe; kjeld,soballe,kjeld,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
148,prospektiv randomiseret undersøgelse af effekten af øget væskeindtag på blærekapacitet hos børn med overaktiv blære og inkontinens,154650,0,2012,0,0,-1,"",12,1,"aarhus universitetshospital, børneafdeling a",NULL,6,11,7161,"","",rittig; soren,rittig,soren,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
149,psychological nonepileptic seizures in children (pnes):survey of the diagnostic practice among danish pediatricians,150826,0,2012,0,0,-1,"",12,1,"aarhus universitetshospital, forskningsklinikken for funktionelle lidelser",NULL,6,11,6945,"","",rask; charlotte ulrikka,rask,charlotte ulrikka,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,0
150,atrial fibrillation in patients treated with cardiac resynchronization therapy - occurrence and outcome,1134100,0,2012,0,0,-1,"",12,1,"aarhus universitetshospital, hjertemedicinsk afd.",NULL,6,11,5885,"","",nielsen; jens cosedis,nielsen,jens cosedis,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
151,is there an additive cardioprotective effect of ischemic pre- and postconditioning and mild hypothermia?,154650,0,2012,0,0,-1,"",12,1,"aarhus universitetshospital, hjertemedicinsk afdeling b",NULL,6,11,995,"","",botker; hans erik,botker,hans erik,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
152,epigenetic modulation of mechanisms involved in the maintenance of hiv latency and its impact on the viral reservoir in different anatomical compartments,829294,0,2013,0,0,-1,"",12,1,"aarhus universitetshospital, infektionsmedicinsk afdeling",NULL,6,11,7755,"","",sogaard; ole schmeltz,sogaard,ole schmeltz,0,aarhus-univ-hosp,det frie forskningsråd,Andet,1
153,påvisning af pneumocystis jirovecii i immunsupprimerede patienter. kolonisation eller sygdom,127432,0,2012,0,0,-1,"",12,1,"aarhus universitetshospital, infektionsmedicinsk afdeling q ",NULL,6,11,4826,"","",laursen; alex lund,laursen,alex lund,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
154,effekten af kupffercelle-targeteret antiinflammatorisk behandling på leverregeneration i rotter,154650,0,2013,0,0,-1,"",12,1,"aarhus universitetshospital, kirurgisk gastroenterologisk afdeling",NULL,6,11,5621,"","",mortensen; frank viborg,mortensen,frank viborg,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
155,use of corticosteroids during pregnancy and risk of asthma in offspring: a nationwide danish cohort study,216000,0,2012,0,0,-1,"",12,1,"aarhus universitetshospital, klinisk epidemiologisk afdeling",NULL,6,11,7859,"","",sorensen; henrik toft,sorensen,henrik toft,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
156,role of kca2.3 potassium channels as therapeutic targets for treatment of endothelial and erectile dysfunction,3160800,0,2010,0,0,-1,"",12,1,"aarhus universitetshospital, klinisk farmakologisk afdeling",NULL,6,11,3436,"","",isabel; nuria villalba,isabel,nuria villalba,0,aarhus-univ-hosp,det frie forskningsråd,Postdoc,3
157,the danish blood donor study: the association of low-grade inflammation with health related quality of life,147981,0,2012,0,0,-1,"",12,1,"aarhus universitetshospital, klinisk immunologisk afdeling",NULL,6,11,1967,"","",erikstrup; christian,erikstrup,christian,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
158,the danish blood donor study: nasal colonisation with staphylococcus aureus among healthy danes and the association to c-c chemokine receptor 5 ?32 deletion,148464,0,2013,0,0,-1,"",12,1,"aarhus universitetshospital, klinisk immunologisk afdeling",NULL,6,11,1967,"","",erikstrup; christian,erikstrup,christian,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
159,hepato-biliary circulation of bile acids in patients with intrahepatic cholestatic liver diseases and healthy subjects quantified by 11c-csar pet/ct,2985319,0,2012,0,0,-1,"",12,1,"aarhus universitetshospital, medicinsk afd. v & pet-center",NULL,6,11,4108,"","",keiding; susanne,keiding,susanne,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,0
160,metabolic effects of prolonged erythropoietin exposure during endurance training in healthy young men,879264,0,2012,0,0,-1,"",12,1,"aarhus universitetshospital, medicinsk endokrinologisk afdeling",NULL,6,11,1315,"","",christensen; britt,christensen,britt,0,aarhus-univ-hosp,det frie forskningsråd,Postdoc,0
161,vldl1 and vldl2 triglyceride kinetics in type2 diabetic and healthy humans,1177133,0,2013,0,0,-1,"",12,1,"aarhus universitetshospital, medicinsk endokrinologisk afdeling",NULL,6,11,6007,"","",nielsen; soren,nielsen,soren,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
162,association between subclinical hypercortisolism and arterial stiffness in patients with newly diagnosed type 2 diabetes,123720,0,2012,0,0,-1,"",12,1,"aarhus universitetshospital, medicinsk endokrinologisk afdeling",NULL,6,11,6823,"","",poulsen; per logstrup,poulsen,per logstrup,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
163,the lectin pathway of the complement system in the course of acute live failure,154650,0,2012,0,0,-1,"",12,1,"aarhus universitetshospital, medicinsk hepatogastroenterologisk afdeling",NULL,6,11,2562,"","",gronbak; henning,gronbak,henning,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
164,the cell community in bladder and colon cancer; studies in clinical specimens and an animal model for identification of metastatic and treatment resistant cell populations,5853457,0,2012,0,0,-1,"",12,1,"aarhus universitetshospital, molekylær medicinsk afdeling (moma)",NULL,6,11,6313,"","",Ørntoft; torben falck,Ørntoft,torben falck,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,1
165,efficacy of ssri treatment in acute stroke and sert genotype as a risk factor of stroke,3076494,0,2012,0,0,-1,"",12,1,"aarhus universitetshospital, neurologisk afd.",NULL,6,11,200,"","",andersen; grethe,andersen,grethe,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,0
166,effektmekanismen ved dyb hjernestimulation for parkinsons sygdom belyst med magnetoencephalografi,3092986,0,2012,0,0,-1,"",12,1,"aarhus universitetshospital, neurologisk afd.",NULL,6,11,6343,"","",Østergaard; karen,Østergaard,karen,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,0
167,"context - remote ischemic conditioning in renal transplantation, effect on immediate and extended kidney graft function",1854475,0,2013,0,0,-1,"",12,1,"aarhus universitetshospital, nyremedicinsk afdeling",NULL,6,11,3816,"","",jespersen; bente,jespersen,bente,0,aarhus-univ-hosp,det frie forskningsråd,Projekt,0
168,purinergic signaling in the tone regulation of retinal arterioles,172800,0,2011,0,0,-1,"",12,1,"aarhus universitetshospital, Øjenafdelingen",NULL,6,11,629,"","",bek; toke,bek,toke,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
169,udvikling af model til bestemmelse af hornhindens optiske egenskaber,149495,0,2013,0,0,-1,"",12,1,"aarhus universitetshospital, Øjenafdelingen",NULL,6,11,3168,"","",hjortdal; jesper Østergaard,hjortdal,jesper Østergaard,0,aarhus-univ-hosp,det frie forskningsråd,Skolarstipendier,1
170,"positive predictive factors for survival of total knee arthroplasty randomised clinically controlled study of tribology, prosthesis migration, and periprosthetic bone quality.",3439997,0,2010,0,0,-1,"",12,1,"aarhus universitetshospital, ortopædisk afdeling",NULL,6,11,8033,"","",stilling; maiken,stilling,maiken,0,aarhus-univ-hosp,det frie forskningsråd,Postdoc,0
